н,дкн,гам,монте
239,19.36,5.98989898989899,
240,19.36,6.01010101010101,
241,19.4,6.05050505050505,
242,19.541666666666668,6.101010101010101,
243,19.625,6.101010101010101,
244,19.666666666666668,6.171717171717172,
245,19.782608695652176,6.202020202020202,
246,19.59090909090909,6.242424242424242,
247,19.59090909090909,6.262626262626263,
248,19.45,6.2727272727272725,
249,19.473684210526315,6.3232323232323235,
250,19.22222222222222,6.333333333333333,
251,19.22222222222222,6.353535353535354,
252,19.27777777777778,6.363636363636363,
253,19.333333333333332,6.383838383838384,
254,19.38888888888889,6.393939393939394,
255,19.444444444444443,6.428571428571429,
256,19.647058823529413,6.428571428571429,
257,19.764705882352942,6.469387755102041,
258,19.823529411764707,6.479591836734694,
259,19.88235294117647,6.510204081632653,
260,19.875,6.530612244897959,
261,19.9375,6.571428571428571,
262,20.0,6.591836734693878,
263,20.0625,6.622448979591836,
264,20.125,6.642857142857143,
265,20.25,6.663265306122449,
266,20.375,6.724489795918367,
267,20.4375,6.744897959183674,
268,20.5,6.775510204081633,
269,20.5625,6.785714285714286,
270,20.5625,6.795918367346939,
271,20.6,6.846938775510204,
272,20.666666666666668,6.846938775510204,
273,20.666666666666668,6.846938775510204,
274,20.8,6.86734693877551,
275,21.066666666666666,6.918367346938775,
276,21.066666666666666,6.948979591836735,
277,21.133333333333333,6.979591836734694,
278,21.133333333333333,7.010204081632653,
279,21.2,7.040816326530612,
280,21.2,7.081632653061225,
281,21.2,7.091836734693878,
282,21.2,7.091836734693878,
283,21.2,7.122448979591836,
284,21.333333333333332,7.163265306122449,
285,21.4,7.1938775510204085,
286,21.533333333333335,7.214285714285714,
287,21.533333333333335,7.255102040816326,
288,21.533333333333335,7.275510204081633,
289,21.666666666666668,7.295918367346939,
290,21.666666666666668,7.316326530612245,
291,21.571428571428573,7.336734693877551,
292,21.571428571428573,7.346938775510204,
293,21.333333333333332,7.3979591836734695,
294,21.454545454545453,7.418367346938775,
295,21.7,7.448979591836735,
296,21.8,7.459183673469388,
297,21.77777777777778,7.5,
298,21.88888888888889,7.540816326530612,
299,22.0,7.561224489795919,
300,22.11111111111111,7.6020408163265305,
301,22.0,7.6020408163265305,
302,22.0,7.622448979591836,
303,22.0,7.63265306122449,
304,22.0,7.683673469387755,
305,22.25,7.683673469387755,
306,22.25,7.704081632653061,
307,22.25,7.714285714285714,
308,22.25,7.724489795918367,
309,22.25,7.744897959183674,
310,22.375,7.76530612244898,
311,22.375,7.775510204081633,
312,22.285714285714285,7.785714285714286,
313,22.428571428571427,7.8061224489795915,
314,22.428571428571427,7.86734693877551,
315,22.571428571428573,7.877551020408164,
316,22.571428571428573,7.8979591836734695,
317,22.571428571428573,7.908163265306122,
318,22.571428571428573,7.918367346938775,
319,22.571428571428573,7.928571428571429,
320,22.714285714285715,7.969387755102041,
321,22.714285714285715,7.969387755102041,
322,21.833333333333332,8.010204081632653,
323,21.833333333333332,8.020408163265307,
324,22.333333333333332,8.071428571428571,
325,22.333333333333332,8.112244897959183,
326,22.333333333333332,8.13265306122449,
327,22.333333333333332,8.153061224489797,
328,22.333333333333332,8.173469387755102,
329,22.5,8.173469387755102,
330,22.5,8.173469387755102,
331,22.5,8.173469387755102,
332,22.5,8.193877551020408,
333,22.666666666666668,8.23469387755102,
334,22.666666666666668,8.244897959183673,
335,23.0,8.26530612244898,
336,23.0,8.295918367346939,
337,23.0,8.346938775510203,
338,23.2,8.357142857142858,
339,23.2,8.387755102040817,
340,23.0,8.39795918367347,
341,23.0,8.418367346938776,
342,23.0,8.46938775510204,
343,23.0,8.46938775510204,
344,23.0,8.46938775510204,
345,23.0,8.479591836734693,
346,23.0,8.489795918367347,
347,23.333333333333332,8.510204081632653,
348,23.333333333333332,8.551020408163266,
349,23.0,8.561224489795919,
350,23.0,8.60204081632653,
351,21.0,8.63265306122449,
352,21.0,8.642857142857142,
353,21.0,8.653061224489797,
354,21.0,8.693877551020408,
355,21.0,8.704081632653061,
356,21.0,8.724489795918368,
357,21.0,8.744897959183673,
358,21.0,8.755102040816327,
359,21.0,8.775510204081632,
360,21.0,8.826530612244898,
361,21.0,8.846938775510203,
362,21.0,8.857142857142858,
363,21.0,8.89795918367347,
364,21.0,8.918367346938776,
365,21.0,8.948979591836734,
366,21.0,8.979591836734693,
367,21.0,9.03061224489796,
368,21.0,9.051020408163266,
369,21.0,9.081632653061224,
370,22.0,9.13265306122449,
371,22.0,9.153061224489797,
372,22.0,9.183673469387756,
373,23.0,9.23469387755102,
374,23.0,9.255102040816327,
375,23.0,9.295918367346939,
376,23.0,9.316326530612244,
377,23.0,9.346938775510203,
378,23.0,9.36734693877551,
379,,9.387755102040817,
380,,9.418367346938776,
381,,9.418367346938776,
382,,9.448979591836734,
383,,9.479591836734693,
384,,9.5,
385,,9.540816326530612,
386,,9.571428571428571,
387,,9.581632653061224,
388,,9.60204081632653,
389,,9.622448979591837,
390,,9.653061224489797,
391,,9.673469387755102,
392,,9.704081632653061,
393,,9.714285714285714,
394,,9.744897959183673,
395,,9.775510204081632,
396,,9.816326530612244,
397,,9.83673469387755,
398,,9.857142857142858,
399,,9.86734693877551,
400,,9.908163265306122,
401,,9.938775510204081,
402,,9.938775510204081,
403,,9.948979591836734,
404,,9.96938775510204,
405,,10.0,
406,,10.03061224489796,
407,,10.03061224489796,
408,,10.040816326530612,
409,,10.081632653061224,
410,,10.112244897959183,
411,,10.112244897959183,
412,,10.153061224489797,
413,,10.183673469387756,
414,,10.183673469387756,
415,,10.204081632653061,
416,,10.23469387755102,
417,,10.275510204081632,
418,,10.285714285714286,
419,,10.316326530612244,
420,,10.316326530612244,
421,,10.316326530612244,
422,,10.357142857142858,
423,,10.377551020408163,
424,,10.387755102040817,
425,,10.39795918367347,
426,,10.428571428571429,
427,,10.459183673469388,
428,,10.459183673469388,
429,,10.46938775510204,
430,,10.5,
431,,10.540816326530612,
432,,10.591836734693878,
433,,10.612244897959183,
434,,10.642857142857142,
435,,10.66326530612245,
436,,10.683673469387756,
437,,10.724489795918368,
438,,10.73469387755102,
439,,10.76530612244898,
440,,10.795918367346939,
441,,10.795918367346939,
442,,10.826530612244898,
443,,10.846938775510203,
444,,10.887755102040817,
445,,10.908163265306122,
446,,10.918367346938776,
447,,10.938775510204081,
448,,10.948979591836734,
449,,10.989795918367347,
450,,11.010204081632653,
451,,11.051020408163266,
452,,11.061224489795919,
453,,11.061224489795919,
454,,11.081632653061224,
455,,11.112244897959183,
456,,11.112244897959183,
457,,11.112244897959183,
458,,11.142857142857142,
459,,11.183673469387756,
460,,11.183673469387756,
461,,11.23469387755102,
462,,11.23469387755102,
463,,11.26530612244898,
464,,11.285714285714286,
465,,11.295918367346939,
466,,11.295918367346939,
467,,11.316326530612244,
468,,11.391752577319588,
469,,11.402061855670103,
470,,11.402061855670103,
471,,11.412371134020619,
472,,11.412371134020619,
473,,11.422680412371134,
474,,11.45360824742268,
475,,11.463917525773196,
476,,11.463917525773196,
477,,11.505154639175258,
478,,11.505154639175258,
479,,11.525773195876289,
480,,11.54639175257732,
481,,11.54639175257732,
482,,11.577319587628866,
483,,11.628865979381443,
484,,11.639175257731958,
485,,11.649484536082474,
486,,11.649484536082474,
487,,11.670103092783505,
488,,11.711340206185566,
489,,11.742268041237113,
490,,11.77319587628866,
491,,11.783505154639176,
492,,11.804123711340207,
493,,11.835051546391753,
494,,11.907216494845361,
495,,11.917525773195877,
496,,11.948453608247423,
497,,11.97938144329897,
498,,12.02061855670103,
499,,12.061855670103093,
500,,12.092783505154639,
,,12.092783505154639,
,,12.092783505154639,
,,12.123711340206185,
,,12.144329896907216,
,,12.164948453608247,
,,12.125,
,,12.135416666666666,
,,12.166666666666666,
,,12.166666666666666,
,,12.1875,
,,12.208333333333334,
,,12.208333333333334,
,,12.21875,
,,12.25,
,,12.270833333333334,
,,12.291666666666666,
,,12.322916666666666,
,,12.364583333333334,
,,12.385416666666666,
,,12.40625,
,,12.447916666666666,
,,12.458333333333334,
,,12.510416666666666,
,,12.552083333333334,
,,12.572916666666666,
,,12.572916666666666,
,,12.614583333333334,
,,12.65625,
,,12.6875,
,,12.71875,
,,12.75,
,,12.760416666666666,
,,12.802083333333334,
,,12.802083333333334,
,,12.854166666666666,
,,12.875,
,,12.895833333333334,
,,12.90625,
,,12.947916666666666,
,,12.947916666666666,
,,13.0,
,,13.020833333333334,
,,13.03125,
,,13.0625,
,,13.09375,
,,13.125,
,,13.135416666666666,
,,13.145833333333334,
,,13.15625,
,,13.166666666666666,
,,13.1875,
,,13.1875,
,,13.208333333333334,
,,13.208333333333334,
,,13.229166666666666,
,,13.25,
,,13.25,
,,13.25,
,,13.25,
,,13.28125,
,,13.322916666666666,
,,13.364583333333334,
,,13.40625,
,,13.416666666666666,
,,13.427083333333334,
,,13.4375,
,,13.489583333333334,
,,13.5,
,,13.510416666666666,
,,13.541666666666666,
,,13.5625,
,,13.604166666666666,
,,13.625,
,,13.65625,
,,13.6875,
,,13.697916666666666,
,,13.708333333333334,
,,13.75,
,,13.802083333333334,
,,13.822916666666666,
,,13.875,
,,13.927083333333334,
,,13.958333333333334,
,,13.979166666666666,
,,14.0,
,,14.020833333333334,
,,14.052083333333334,
,,14.09375,
,,14.125,
,,14.135416666666666,
,,14.15625,
,,14.197916666666666,
,,14.239583333333334,
,,14.260416666666666,
,,14.302083333333334,
,,14.302083333333334,
,,14.3125,
,,14.34375,
,,14.375,
,,14.40625,
,,14.479166666666666,
,,14.5,
,,14.510416666666666,
,,14.510416666666666,
,,14.541666666666666,
,,14.5625,
,,14.572916666666666,
,,14.59375,
,,14.604166666666666,
,,14.614583333333334,
,,14.625,
,,14.645833333333334,
,,14.666666666666666,
,,14.6875,
,,14.6875,
,,14.71875,
,,14.75,
,,14.75,
,,14.78125,
,,14.802083333333334,
,,14.84375,
,,14.854166666666666,
,,14.864583333333334,
,,14.864583333333334,
,,14.895833333333334,
,,14.916666666666666,
,,14.96875,
,,14.979166666666666,
,,15.03125,
,,15.03125,
,,15.041666666666666,
,,15.072916666666666,
,,15.104166666666666,
,,15.125,
,,15.135416666666666,
,,15.145833333333334,
,,15.15625,
,,15.177083333333334,
,,15.1875,
,,15.25,
,,15.260416666666666,
,,15.270833333333334,
,,15.302083333333334,
,,15.333333333333334,
,,15.364583333333334,
,,15.375,
,,15.40625,
,,15.427083333333334,
,,15.458333333333334,
,,15.46875,
,,15.479166666666666,
,,15.520833333333334,
,,15.5625,
,,15.5625,
,,15.583333333333334,
,,15.604166666666666,
,,15.614583333333334,
,,15.65625,
,,15.666666666666666,
,,15.71875,
,,15.739583333333334,
,,15.760416666666666,
,,15.791666666666666,
,,15.8125,
,,15.822916666666666,
,,15.833333333333334,
,,15.854166666666666,
,,15.875,
,,15.895833333333334,
,,15.947916666666666,
,,15.989583333333334,
,,16.0,
,,16.041666666666668,
,,16.0625,
,,16.083333333333332,
,,16.09375,
,,16.135416666666668,
,,16.15625,
,,16.166666666666668,
,,16.197916666666668,
,,16.239583333333332,
,,16.270833333333332,
,,16.291666666666668,
,,16.302083333333332,
,,16.322916666666668,
,,16.364583333333332,
,,16.375,
,,16.40625,
,,16.4375,
,,16.5,
,,16.520833333333332,
,,16.583333333333332,
,,16.635416666666668,
,,16.645833333333332,
,,16.645833333333332,
,,16.666666666666668,
,,16.6875,
,,16.708333333333332,
,,16.729166666666668,
,,16.739583333333332,
,,16.791666666666668,
,,16.84375,
,,16.885416666666668,
,,16.885416666666668,
,,16.916666666666668,
,,16.927083333333332,
,,16.947916666666668,
,,16.989583333333332,
,,17.03125,
,,17.052083333333332,
,,17.09375,
,,17.135416666666668,
,,17.145833333333332,
,,17.1875,
,,17.208333333333332,
,,17.229166666666668,
,,17.239583333333332,
,,17.25,
,,17.28125,
,,17.291666666666668,
,,17.302083333333332,
,,17.333333333333332,
,,17.364583333333332,
,,17.416666666666668,
,,17.458333333333332,
,,17.46875,
,,17.479166666666668,
,,17.479166666666668,
,,17.489583333333332,
,,17.520833333333332,
,,17.541666666666668,
,,17.552083333333332,
,,17.5625,
,,17.583333333333332,
,,17.625,
,,17.65625,
,,17.677083333333332,
,,17.708333333333332,
,,17.708333333333332,
,,17.739583333333332,
,,17.760416666666668,
,,17.78125,
,,17.78125,
,,17.8125,
,,17.864583333333332,
,,17.90625,
,,17.927083333333332,
,,17.927083333333332,
,,17.9375,
,,17.96875,
,,17.989583333333332,
,,18.020833333333332,
,,18.0625,
,,18.114583333333332,
,,18.135416666666668,
,,18.166666666666668,
,,18.197916666666668,
,,18.260416666666668,
,,18.28125,
,,18.302083333333332,
,,18.3125,
,,18.3125,
,,18.322916666666668,
,,18.322916666666668,
,,18.34375,
,,18.375,
,,18.40625,
,,18.416666666666668,
,,18.416666666666668,
,,18.46875,
,,18.479166666666668,
,,18.520833333333332,
,,18.53125,
,,18.541666666666668,
,,18.572916666666668,
,,18.604166666666668,
,,18.65625,
,,18.6875,
,,18.697916666666668,
,,18.697916666666668,
,,18.708333333333332,
,,18.739583333333332,
,,18.739583333333332,
,,18.791666666666668,
,,18.822916666666668,
,,18.854166666666668,
,,18.895833333333332,
,,18.90625,
,,18.958333333333332,
,,19.0,
,,19.020833333333332,
,,19.052083333333332,
,,19.083333333333332,
,,19.083333333333332,
,,19.104166666666668,
,,19.135416666666668,
,,19.135416666666668,
,,19.145833333333332,
,,19.15625,
,,19.1875,
,,19.21875,
,,19.239583333333332,
,,19.291666666666668,
,,19.3125,
,,19.3125,
,,19.322916666666668,
,,19.34375,
,,19.375,
,,19.40625,
,,19.447916666666668,
,,19.458333333333332,
,,19.46875,
,,19.479166666666668,
,,19.520833333333332,
,,19.53125,
,,19.552083333333332,
,,19.59375,
,,19.63157894736842,
,,19.642105263157895,
,,19.66315789473684,
,,19.694736842105264,
,,19.71578947368421,
,,19.736842105263158,
,,19.736842105263158,
,,19.74736842105263,
,,19.757894736842104,
,,19.778947368421054,
,,19.83157894736842,
,,19.86315789473684,
,,19.905263157894737,
,,19.926315789473684,
,,19.936842105263157,
,,19.936842105263157,
,,19.957894736842107,
,,19.978947368421053,
,,19.989473684210527,
,,20.03157894736842,
,,20.063157894736843,
,,20.126315789473683,
,,20.178947368421053,
,,20.189473684210526,
,,20.2,
,,20.221052631578946,
,,20.231578947368423,
,,20.25263157894737,
,,20.294736842105262,
,,20.326315789473686,
,,20.357894736842105,
,,20.378947368421052,
,,20.389473684210525,
,,20.4,
,,20.4,
,,20.42105263157895,
,,20.46315789473684,
,,20.48421052631579,
,,20.51578947368421,
,,20.526315789473685,
,,20.54736842105263,
,,20.589473684210525,
,,20.589473684210525,
,,20.673684210526314,
,,20.694736842105264,
,,20.694736842105264,
,,20.71578947368421,
,,20.757894736842104,
,,20.757894736842104,
,,20.778947368421054,
,,20.810526315789474,
,,20.86315789473684,
,,20.873684210526317,
,,20.936842105263157,
,,20.957894736842107,
,,21.0,
,,21.010526315789473,
,,21.042105263157893,
,,21.08421052631579,
,,21.105263157894736,
,,21.126315789473683,
,,21.16842105263158,
,,21.210526315789473,
,,21.242105263157896,
,,21.25263157894737,
,,21.263157894736842,
,,21.294736842105262,
,,21.31578947368421,
,,21.326315789473686,
,,21.326315789473686,
,,21.33684210526316,
,,21.347368421052632,
,,21.347368421052632,
,,21.389473684210525,
,,21.42105263157895,
,,21.46315789473684,
,,21.49473684210526,
,,21.53684210526316,
,,21.54736842105263,
,,21.568421052631578,
,,21.6,
,,21.642105263157895,
,,21.68421052631579,
,,21.705263157894738,
,,21.757894736842104,
,,21.789473684210527,
,,21.789473684210527,
,,21.821052631578947,
,,21.86315789473684,
,,21.904255319148938,
,,21.925531914893618,
,,21.9468085106383,
,,21.97872340425532,
,,22.0,
,,22.02127659574468,
,,22.074468085106382,
,,22.095744680851062,
,,22.106382978723403,
,,22.127659574468087,
,,22.170212765957448,
,,22.20212765957447,
,,22.20212765957447,
,,22.23404255319149,
,,22.27659574468085,
,,22.29787234042553,
,,22.319148936170212,
,,22.361702127659573,
,,22.361702127659573,
,,22.382978723404257,
,,22.382978723404257,
,,22.393617021276597,
,,22.425531914893618,
,,22.43617021276596,
,,22.45744680851064,
,,22.46808510638298,
,,22.47872340425532,
,,22.47872340425532,
,,22.51063829787234,
,,22.5531914893617,
,,22.585106382978722,
,,22.680851063829788,
,,22.69148936170213,
,,22.69148936170213,
,,22.70212765957447,
,,22.70212765957447,
,,22.71276595744681,
,,22.73404255319149,
,,22.74468085106383,
,,22.76595744680851,
,,22.79787234042553,
,,22.840425531914892,
,,22.840425531914892,
,,22.840425531914892,
,,22.904255319148938,
,,22.9468085106383,
,,22.95744680851064,
,,22.95744680851064,
,,22.98936170212766,
,,23.01063829787234,
,,23.03191489361702,
,,23.06382978723404,
,,23.095744680851062,
,,23.117021276595743,
,,23.138297872340427,
,,23.170212765957448,
,,23.180851063829788,
,,23.182795698924732,
,,23.236559139784948,
,,23.27956989247312,
,,23.311827956989248,
,,23.35483870967742,
,,23.376344086021504,
,,23.397849462365592,
,,23.440860215053764,
,,23.516129032258064,
,,23.548387096774192,
,,23.559139784946236,
,,23.580645161290324,
,,23.623655913978496,
,,23.666666666666668,
,,23.688172043010752,
,,23.731182795698924,
,,23.782608695652176,
,,23.793478260869566,
,,23.82608695652174,
,,23.83695652173913,
,,23.869565217391305,
,,23.891304347826086,
,,23.902173913043477,
,,23.945652173913043,
,,23.956521739130434,
,,23.967391304347824,
,,23.967391304347824,
,,23.967391304347824,
,,24.01086956521739,
,,24.02173913043478,
,,24.054347826086957,
,,24.08695652173913,
,,24.108695652173914,
,,24.141304347826086,
,,24.152173913043477,
,,24.17391304347826,
,,24.195652173913043,
,,24.195652173913043,
,,24.195652173913043,
,,24.26086956521739,
,,24.282608695652176,
,,24.304347826086957,
,,24.315217391304348,
,,24.33695652173913,
,,24.347826086956523,
,,24.358695652173914,
,,24.369565217391305,
,,24.391304347826086,
,,24.391304347826086,
,,24.402173913043477,
,,24.434782608695652,
,,24.47826086956522,
,,24.51086956521739,
,,24.52173913043478,
,,24.554347826086957,
,,24.565217391304348,
,,24.619565217391305,
,,24.652173913043477,
,,24.67391304347826,
,,24.695652173913043,
,,24.717391304347824,
,,24.73913043478261,
,,24.76086956521739,
,,24.782608695652176,
,,24.804347826086957,
,,24.82608695652174,
,,24.847826086956523,
,,24.880434782608695,
,,24.902173913043477,
,,24.91304347826087,
,,24.934782608695652,
,,24.956521739130434,
,,24.967391304347824,
,,25.0,
,,25.032608695652176,
,,25.043478260869566,
,,25.07608695652174,
,,25.097826086956523,
,,25.130434782608695,
,,25.16304347826087,
,,25.195652173913043,
,,25.23913043478261,
,,25.315217391304348,
,,25.347826086956523,
,,25.369565217391305,
,,25.391304347826086,
,,25.41304347826087,
,,25.42391304347826,
,,25.434782608695652,
,,25.47826086956522,
,,25.52173913043478,
,,25.543478260869566,
,,25.554347826086957,
,,25.565217391304348,
,,25.58695652173913,
,,25.652173913043477,
,,25.695652173913043,
,,25.717391304347824,
,,25.75,
,,25.77173913043478,
,,25.793478260869566,
,,25.847826086956523,
,,25.858695652173914,
,,25.891304347826086,
,,25.91304347826087,
,,25.934782608695652,
,,25.945652173913043,
,,25.945652173913043,
,,25.956521739130434,
,,26.01086956521739,
,,26.032608695652176,
,,26.054347826086957,
,,26.07608695652174,
,,26.108695652173914,
,,26.108695652173914,
,,26.141304347826086,
,,26.16304347826087,
,,26.17391304347826,
,,26.217391304347824,
,,26.23913043478261,
,,26.26086956521739,
,,26.293478260869566,
,,26.315217391304348,
,,26.33695652173913,
,,26.439560439560438,
,,26.46153846153846,
,,26.47252747252747,
,,26.52747252747253,
,,26.54945054945055,
,,26.560439560439562,
,,26.571428571428573,
,,26.582417582417584,
,,26.604395604395606,
,,26.615384615384617,
,,26.681318681318682,
,,26.681318681318682,
,,26.692307692307693,
,,26.703296703296704,
